
,38,;, ACEITE DE PALO      ,;,Aceite De Palo                                ,;;,Aceite De Palo                                ,;,NO,;,9,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,39,;, ACEITE DE RICINO    ,;,Aceite De Ricino                              ,;;,Aceite De Ricino                              ,;,NO,;,9,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,40,;, ACEITE DE ROMERO    ,;,Aceite De Romero                              ,;;,Aceite De Romero                              ,;,NO,;,9,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,41,;, ACEITE DE UVA       ,;,Aceite De Uva                                 ,;;,Aceite De Uva                                 ,;,NO,;,9,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,42,;, ACEITE DESINFLAMOTOR,;,Aceite Desinflamatorio                        ,;;,Aceite Desinflamatorio                        ,;,NO,;,9,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,43,;,7501035908246        ,;,Aceite Mennen 100ml                           ,;;,Aceite Mennen 100ml                           ,;,NO,;,8,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,44,;,7501035908253        ,;,Aceite Mennen 200ml                           ,;;,Aceite Mennen 200ml                           ,;,NO,;,8,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,45,;,7501035908239        ,;,Aceite Mennen 50ml                            ,;;,Aceite Mennen 50ml                            ,;,NO,;,8,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,46,;,7502228120001        ,;,Aceite San Sebastian                          ,;;,Aceite San Sebastian                          ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,47,;,7502250340583        ,;,Aceite Vitacilina 250ml                       ,;;,Aceite Vitacilina 250ml                       ,;,NO,;,3,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,48,;,759684031205         ,;,Aceite de Almendras 60ml                      ,;;,Aceite de Almendras 60ml                      ,;,NO,;,9,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,49,;, ACETATO PARA COP    ,;,Acetato Para Copiadora                        ,;;,Acetato Para Copiadora                        ,;,NO,;,6,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,50,;,759684431357         ,;,Acetona 110 Ml                                ,;;,Acetona 110 Ml                                ,;,NO,;,3,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,51,;,7502212196890        ,;,Acetona By Zinder                             ,;;,Acetona By Zinder                             ,;,NO,;,3,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,52,;,759684431050         ,;,Acetona Jaloma 60ml                           ,;;,Acetona Jaloma 60ml                           ,;,NO,;,3,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,53,;,7501006890013        ,;,Acetona Lasa                                  ,;;,Acetona Lasa                                  ,;,NO,;,3,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,54,;,7501557140261        ,;,Aciclovir Crema                               ,;;,Aciclovir Crema                               ,;,NO,;,5,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,55,;,7501573900276        ,;,Aciclovir Tab 200 Mg F1                       ,;;,Aciclovir Tab 200 Mg F1                       ,;,NO,;,5,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,56,;,7501258206723        ,;,Acido Ascorbico Vitamina C                    ,;;,Acido Ascorbico Vitamina C                    ,;,NO,;,5,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,57,;,7502253580603        ,;,Acido Borico                                  ,;;,Acido Borico                                  ,;,NO,;,9,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,58,;,7501446000010,;,Acido Folico Tabletas,;,uploads/qz7RIO73cnnyXuWxSJ4Mbwh0DwnBYsQOlJUiurl3.jpg,;,Acido Folico Tabletas,;,NO,;,5,;,0000-00-00 00:00:00,;,2021-06-09 16:06:02,
,59,;,7501825300021        ,;,Acido Mefenamico Tab                          ,;;,Acido Mefenamico Tab                          ,;,NO,;,5,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,60,;,7501089810045        ,;,Acomexol  Crema                               ,;;,Acomexol  Crema                               ,;,NO,;,3,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,61,;,7506309805610        ,;,Acondicionador  Head Shoulders                ,;;,Acondicionador  Head Shoulders                ,;,NO,;,3,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,62,;,7791293004976        ,;,Acondicionador Dove Recons 400 Ml             ,;;,Acondicionador Dove Recons 400 Ml             ,;,NO,;,3,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,63,;,7509552910117        ,;,Acondicionador Fructis Borrador De Daño 300 Ml,;;,Acondicionador Fructis Borrador De Daño 300 Ml,;,NO,;,3,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,64,;,7509552909647        ,;,Acondicionador Fructis Crece Fuerte           ,;;,Acondicionador Fructis Crece Fuerte           ,;,NO,;,3,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,65,;,7501199413730        ,;,Acondicionador Perd Fuerza Keratina           ,;;,Acondicionador Perd Fuerza Keratina           ,;,NO,;,3,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,66,;, ACXROMICINA CAJA    ,;,Acromicina Caja                               ,;;,Acromicina Caja                               ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,67,;, ACROMICINA TABLETAS ,;,Acromicina Tab                                ,;;,Acromicina Tab                                ,;,NO,;,10,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,68,;, ACTIVIA             ,;,Activia                                       ,;;,Activia                                       ,;,NO,;,2,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,69,;,7501318609020        ,;,Actron 600 Capsulas                           ,;;,Actron 600 Capsulas                           ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,70,;,7501318634732        ,;,Actron Plus  Capsulas                         ,;;,Actron Plus  Capsulas                         ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,71,;,7501318661110        ,;,Actron Suspension Infantil                    ,;;,Actron Suspension Infantil                    ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,72,;,7501318608900        ,;,Actron Tab 400 Mg                             ,;;,Actron Tab 400 Mg                             ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,73,;, ACUARELA            ,;,Acuarela Barrilito                            ,;;,Acuarela Barrilito                            ,;,NO,;,6,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,74,;, ACUARELAS PALETA    ,;,Acuarela En Paleta Trime                      ,;;,Acuarela En Paleta Trime                      ,;,NO,;,6,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,75,;, ACUARELA MUSSA 6 COL,;,Acuarela Mussa 6 Colores                      ,;;,Acuarela Mussa 6 Colores                      ,;,NO,;,6,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,76,;, ACUARELAS MUSSA     ,;,Acuarelas Mussa Con 12 Colores                ,;;,Acuarelas Mussa Con 12 Colores                ,;,NO,;,6,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,77,;, ACUARELAS           ,;,Acuarelas Mussa Con 6 Colores                 ,;;,Acuarelas Mussa Con 6 Colores                 ,;,NO,;,6,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,78,;,7501072350039        ,;,Adekon C Sol. Inf                             ,;;,Adekon C Sol. Inf                             ,;,NO,;,5,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,79,;,7501165003040        ,;,Aderogil 15 Ampolleta Oral C/5                ,;;,Aderogil 15 Ampolleta Oral C/5                ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,80,;,7501174600124        ,;,Aderogil C Gts Infantil                       ,;;,Aderogil C Gts Infantil                       ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,81,;,7501174600117        ,;,Aderogyl  Ampolleta Digerible                 ,;;,Aderogyl  Ampolleta Digerible                 ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,82,;,7501737417626        ,;,Adidas 6 En 1 Spray                           ,;;,Adidas 6 En 1 Spray                           ,;,NO,;,3,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,83,;,7501537102029        ,;,Adinol (paracetamol)                          ,;;,Adinol (paracetamol)                          ,;,NO,;,5,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,84,;,75009328             ,;,Advil  Grageas 200 Mg                         ,;;,Advil  Grageas 200 Mg                         ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,85,;,7501108763475        ,;,Advil Fast Con 10                             ,;;,Advil Fast Con 10                             ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,86,;,7501108763468        ,;,Advil Fast Grageas                            ,;;,Advil Fast Grageas                            ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,87,;,7501287622402        ,;,Advil Infantil Jarabe                         ,;;,Advil Infantil Jarabe                         ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,88,;,7501108767947        ,;,Advil Max 20 Cap                              ,;;,Advil Max 20 Cap                              ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,89,;,7501108767527        ,;,Advil Max Capsulas                            ,;;,Advil Max Capsulas                            ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,90,;,7501108767367        ,;,Advil Pediatrico Susp                         ,;;,Advil Pediatrico Susp                         ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,91,;, ADVIL SUELTA        ,;,Advil Suelta                                  ,;;,Advil Suelta                                  ,;,NO,;,10,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,92,;,7501287610478        ,;,Advil Tab 200 Mg                              ,;;,Advil Tab 200 Mg                              ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,93,;,7501287685407        ,;,Advil Tabs C/10                               ,;;,Advil Tabs C/10                               ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,94,;,7501050613453        ,;,Afrin Adulto                                  ,;;,Afrin Adulto                                  ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,95,;,7501050661201        ,;,Afrin Infantil                                ,;;,Afrin Infantil                                ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,96,;,7501050613460        ,;,Afrin Lub Adulto                              ,;;,Afrin Lub Adulto                              ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,97,;, AFUNGIL             ,;,Afungil Tab 150 Mg                            ,;;,Afungil Tab 150 Mg                            ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,98,;,7501400800564        ,;,Agin C 20                                     ,;;,Agin C 20                                     ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,99,;, AGIN TAB SUELTA     ,;,Agin Tabletas Sueltas                         ,;;,Agin Tabletas Sueltas                         ,;,NO,;,10,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,100,;,7501125116810        ,;,Agrifen Caja                                  ,;;,Agrifen Caja                                  ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,101,;, AGRIFEN PARCHES     ,;,Agrifen Parche Suelto Adulto                  ,;;,Agrifen Parche Suelto Adulto                  ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,102,;, AGRIFEN SUELTO      ,;,Agrifen Suelto                                ,;;,Agrifen Suelto                                ,;,NO,;,10,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,103,;,7501125124853        ,;,Agrulaxa                                      ,;;,Agrulaxa                                      ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,104,;, AGUA EPURA          ,;,Agua Epura                                    ,;;,Agua Epura                                    ,;,NO,;,2,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,105,;, AGUA MINERAL        ,;,Agua Mineral                                  ,;;,Agua Mineral                                  ,;,NO,;,2,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,106,;,7502251481162        ,;,Agua Net Fijacion Extrema 500ml               ,;;,Agua Net Fijacion Extrema 500ml               ,;,NO,;,3,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,107,;, AGUA OXIGENADA      ,;,Agua Oxigenada 1 Lts                          ,;;,Agua Oxigenada 1 Lts                          ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,108,;,759684315107         ,;,Agua Oxigenada 112 Ml                         ,;;,Agua Oxigenada 112 Ml                         ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,109,;,7501842800436        ,;,Agua Oxigenada 224 Ml                         ,;;,Agua Oxigenada 224 Ml                         ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,110,;,7501048335169        ,;,Agua Oxigenada 230 Ml                         ,;;,Agua Oxigenada 230 Ml                         ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,111,;, AGUA OXIGENADA 400 M,;,Agua Oxigenada 400 Ml                         ,;;,Agua Oxigenada 400 Ml                         ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,112,;, AGUA OXIGENADA 50 ML,;,Agua Oxigenada 50 Ml                          ,;;,Agua Oxigenada 50 Ml                          ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,113,;,759684315053         ,;,Agua Oxigenada 56 Ml                          ,;;,Agua Oxigenada 56 Ml                          ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,114,;,7502013010432        ,;,Agua Oxigenada Balmen 56ml                    ,;;,Agua Oxigenada Balmen 56ml                    ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,115,;,7501048335138        ,;,Agua Oxigenada De 100 Ml                      ,;;,Agua Oxigenada De 100 Ml                      ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,116,;,759684315152,;,Agua Oxigenada De 240 Ml,;,uploads/Gyr0TocA9SvdjRruz1fjgS02nwqG7sacm9wh3ewy.jpg,;,Agua Oxigenada De 240 Ml,;,NO,;,3,;,0000-00-00 00:00:00,;,2021-06-09 15:58:41,
,117,;,7501126103031        ,;,Agua Oxigenada De 250 Ml                      ,;;,Agua Oxigenada De 250 Ml                      ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,118,;,7501842800429        ,;,Agua Oxigenada De 500ml                       ,;;,Agua Oxigenada De 500ml                       ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,119,;,650240028960         ,;,Ah -Micol Jr Jarabe                           ,;;,Ah -Micol Jr Jarabe                           ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,120,;,650240028977         ,;,Ah Micol Suspension INFANTIL                  ,;;,Ah Micol Suspension INFANTIL                  ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,121,;,650240028953         ,;,Ah Micol Tab                                  ,;;,Ah Micol Tab                                  ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,122,;,7501075715927        ,;,Albendazol 200mg                              ,;;,Albendazol 200mg                              ,;,NO,;,5,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,123,;, ALBUM  CUERPOS GEOME,;,Album Cuerpos Geometricos                     ,;;,Album Cuerpos Geometricos                     ,;,NO,;,6,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,124,;, ALCANFOR            ,;,Alcanfor Bolsita                              ,;;,Alcanfor Bolsita                              ,;,NO,;,9,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,125,;, ALCOHOL AZUL 1 LITRO,;,Alcohol 1 Litro Azul                          ,;;,Alcohol 1 Litro Azul                          ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,126,;, ALCOHOL DE 1 LITRO  ,;,Alcohol 1 Litro Rojo                          ,;;,Alcohol 1 Litro Rojo                          ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,127,;, ALCOHOL 200 ML ROJO ,;,Alcohol 200 Ml Rojo                           ,;;,Alcohol 200 Ml Rojo                           ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,128,;, ALCOHOL 500 ML ROJO ,;,Alcohol 500 Ml Rojo Az                        ,;;,Alcohol 500 Ml Rojo Az                        ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,129,;,7501868901117        ,;,Alcohol Azul 250 Ml                           ,;;,Alcohol Azul 250 Ml                           ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,130,;,7503019790076        ,;,Alcohol Azul 500 Ml                           ,;;,Alcohol Azul 500 Ml                           ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,131,;, ALCOHOL 110 ML ROJO ,;,Alcohol De 110 Ml Rojo                        ,;;,Alcohol De 110 Ml Rojo                        ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,132,;,7501868901100        ,;,Alcohol Dibar Azul 125 Ml                     ,;;,Alcohol Dibar Azul 125 Ml                     ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,133,;,759684311611         ,;,Alcohol En Gel                                ,;;,Alcohol En Gel                                ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,134,;, ALCOHOL ROJO 250 ML ,;,Alcohol Rojo 250 Ml                           ,;;,Alcohol Rojo 250 Ml                           ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,135,;, ALCOHOL ROJO  250 ML,;,Alcohol Rojo Az 250 M                         ,;;,Alcohol Rojo Az 250 M                         ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,136,;,7502246642820        ,;,Aldara Crema 5%                               ,;;,Aldara Crema 5%                               ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,137,;,7501590281105        ,;,Alevarin Capsulas                             ,;;,Alevarin Capsulas                             ,;,NO,;,5,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,138,;, ALEVIAN DUO         ,;,Alevian Duo Cap                               ,;;,Alevian Duo Cap                               ,;,NO,;,10,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,139,;,7501092779278        ,;,Alevian Duo Capsulas                          ,;;,Alevian Duo Capsulas                          ,;,NO,;,4,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,140,;, ALFILERES CON CABEZA,;,Alfileres Con Cabeza De Colores               ,;;,Alfileres Con Cabeza De Colores               ,;,NO,;,6,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,141,;,780083141226         ,;,Algestona Con Estradiol Iny                   ,;;,Algestona Con Estradiol Iny                   ,;,NO,;,5,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,142,;,7501380710525        ,;,Algodon  100 Gr                               ,;;,Algodon  100 Gr                               ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,143,;,7503003406310        ,;,Algodon 25g                                   ,;;,Algodon 25g                                   ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,144,;,7501380710532        ,;,Algodon 50 Gr                                 ,;;,Algodon 50 Gr                                 ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,145,;,7503003406327        ,;,Algodon De 50 Gr                              ,;;,Algodon De 50 Gr                              ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,146,;,7506346600148        ,;,Algodon Kohn 25 Gr                            ,;;,Algodon Kohn 25 Gr                            ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,147,;,7501048620159        ,;,Algodon Protec 25 Gr                          ,;;,Algodon Protec 25 Gr                          ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
,148,;,71603002197          ,;,Alicate Cuticula                              ,;;,Alicate Cuticula                              ,;,NO,;,7,;,0000-00-00 00:00:00,;,0000-00-00 00:00:00,
