43,7501035908246,Aceite Mennen 100ml,,Aceite Mennen 100ml,NO,8,,
44,7501035908253,Aceite Mennen 200ml,,Aceite Mennen 200ml,NO,8,,
45,7501035908239,Aceite Mennen 50ml,,Aceite Mennen 50ml,NO,8,,
46,7502228120001,Aceite San Sebastian,,Aceite San Sebastian,NO,7,,
47,7502250340583,Aceite Vitacilina 250ml,,Aceite Vitacilina 250ml,NO,3,,
48,759684031205,Aceite de Almendras 60ml,,Aceite de Almendras 60ml,NO,9,,
49, ACETATO PARA COP,Acetato Para Copiadora,,Acetato Para Copiadora,NO,6,,
50,759684431357,Acetona 110 Ml,,Acetona 110 Ml,NO,3,,
51,7502212196890,Acetona By Zinder,,Acetona By Zinder,NO,3,,
52,759684431050,Acetona Jaloma 60ml,,Acetona Jaloma 60ml,NO,3,,
53,7501006890013,Acetona Lasa,,Acetona Lasa,NO,3,,
54,7501557140261,Aciclovir Crema ,,Aciclovir Crema ,NO,5,,
55,7501573900276,Aciclovir Tab 200 Mg F1,,Aciclovir Tab 200 Mg F1,NO,5,,
56,7501258206723,Acido Ascorbico Vitamina C,,Acido Ascorbico Vitamina C,NO,5,,
57,7502253580603,Acido Borico,,Acido Borico,NO,9,,
58,7501446000010,Acido Folico Tabletas,,Acido Folico Tabletas,NO,5,,
59,7501825300021,Acido Mefenamico Tab,,Acido Mefenamico Tab,NO,5,,
60,7501089810045,Acomexol  Crema ,,Acomexol  Crema ,NO,3,,
61,7506309805610,Acondicionador  Head Shoulders  ,,Acondicionador  Head Shoulders  ,NO,3,,
62,7791293004976,Acondicionador Dove Recons 400 Ml,,Acondicionador Dove Recons 400 Ml,NO,3,,
63,7509552910117,Acondicionador Fructis Borrador De Daœo 300 Ml,,Acondicionador Fructis Borrador De Daœo 300 Ml,NO,3,,
64,7509552909647,Acondicionador Fructis Crece Fuerte,,Acondicionador Fructis Crece Fuerte,NO,3,,
65,7501199413730,Acondicionador Perd Fuerza Keratina,,Acondicionador Perd Fuerza Keratina,NO,3,,
66, ACXROMICINA CAJA,Acromicina Caja,,Acromicina Caja,NO,4,,
67, ACROMICINA TABLETAS,Acromicina Tab,,Acromicina Tab,NO,10,,
68, ACTIVIA,Activia,,Activia,NO,2,,
69,7501318609020,Actron 600 Capsulas,,Actron 600 Capsulas,NO,4,,
70,7501318634732,Actron Plus  Capsulas ,,Actron Plus  Capsulas ,NO,4,,
71,7501318661110,Actron Suspension Infantil,,Actron Suspension Infantil,NO,4,,
72,7501318608900,Actron Tab 400 Mg,,Actron Tab 400 Mg,NO,4,,
73, ACUARELA,Acuarela Barrilito,,Acuarela Barrilito,NO,6,,
74, ACUARELAS PALETA,Acuarela En Paleta Trime,,Acuarela En Paleta Trime,NO,6,,
75, ACUARELA MUSSA 6 COL,Acuarela Mussa 6 Colores,,Acuarela Mussa 6 Colores,NO,6,,
76, ACUARELAS MUSSA ,Acuarelas Mussa Con 12 Colores,,Acuarelas Mussa Con 12 Colores,NO,6,,
77, ACUARELAS,Acuarelas Mussa Con 6 Colores,,Acuarelas Mussa Con 6 Colores,NO,6,,
78,7501072350039,Adekon C Sol. Inf,,Adekon C Sol. Inf,NO,5,,
79,7501165003040,Aderogil 15 Ampolleta Oral C/5,,Aderogil 15 Ampolleta Oral C/5,NO,4,,
80,7501174600124,Aderogil C Gts Infantil,,Aderogil C Gts Infantil,NO,4,,
81,7501174600117,Aderogyl  Ampolleta Digerible,,Aderogyl  Ampolleta Digerible,NO,4,,
82,7501737417626,Adidas 6 En 1 Spray,,Adidas 6 En 1 Spray,NO,3,,
83,7501537102029,Adinol (paracetamol),,Adinol (paracetamol),NO,5,,
84,75009328,Advil  Grageas 200 Mg,,Advil  Grageas 200 Mg,NO,4,,
85,7501108763475,Advil Fast Con 10,,Advil Fast Con 10,NO,4,,
86,7501108763468,Advil Fast Grageas,,Advil Fast Grageas,NO,4,,
87,7501287622402,Advil Infantil Jarabe,,Advil Infantil Jarabe,NO,4,,
88,7501108767947,Advil Max 20 Cap,,Advil Max 20 Cap,NO,4,,
89,7501108767527,Advil Max Capsulas,,Advil Max Capsulas,NO,4,,
90,7501108767367,Advil Pediatrico Susp,,Advil Pediatrico Susp,NO,4,,
91, ADVIL SUELTA,Advil Suelta,,Advil Suelta,NO,10,,
92,7501287610478,Advil Tab 200 Mg,,Advil Tab 200 Mg,NO,4,,
93,7501287685407,Advil Tabs C/10,,Advil Tabs C/10,NO,4,,
94,7501050613453,Afrin Adulto,,Afrin Adulto,NO,4,,
95,7501050661201,Afrin Infantil ,,Afrin Infantil ,NO,4,,
96,7501050613460,Afrin Lub Adulto,,Afrin Lub Adulto,NO,4,,
97, AFUNGIL,Afungil Tab 150 Mg,,Afungil Tab 150 Mg,NO,4,,
98,7501400800564,Agin C 20,,Agin C 20,NO,4,,
99, AGIN TAB SUELTA,Agin Tabletas Sueltas,,Agin Tabletas Sueltas,NO,10,,
100,7501125116810,Agrifen Caja ,,Agrifen Caja ,NO,4,,
101, AGRIFEN PARCHES,Agrifen Parche Suelto Adulto,,Agrifen Parche Suelto Adulto,NO,4,,
102, AGRIFEN SUELTO,Agrifen Suelto,,Agrifen Suelto,NO,10,,
103,7501125124853,Agrulaxa,,Agrulaxa,NO,4,,
104, AGUA EPURA ,Agua Epura ,,Agua Epura ,NO,2,,
105, AGUA MINERAL ,Agua Mineral,,Agua Mineral,NO,2,,
106,7502251481162,Agua Net Fijacion Extrema 500ml,,Agua Net Fijacion Extrema 500ml,NO,3,,
107, AGUA OXIGENADA,Agua Oxigenada 1 Lts,,Agua Oxigenada 1 Lts,NO,7,,
108,759684315107,Agua Oxigenada 112 Ml,,Agua Oxigenada 112 Ml,NO,7,,
109,7501842800436,Agua Oxigenada 224 Ml,,Agua Oxigenada 224 Ml,NO,7,,
110,7501048335169,Agua Oxigenada 230 Ml,,Agua Oxigenada 230 Ml,NO,7,,
111, AGUA OXIGENADA 400 M,Agua Oxigenada 400 Ml,,Agua Oxigenada 400 Ml,NO,7,,
112, AGUA OXIGENADA 50 ML,Agua Oxigenada 50 Ml,,Agua Oxigenada 50 Ml,NO,7,,
113,759684315053,Agua Oxigenada 56 Ml,,Agua Oxigenada 56 Ml,NO,7,,
114,7502013010432,Agua Oxigenada Balmen 56ml ,,Agua Oxigenada Balmen 56ml ,NO,7,,
115,7501048335138,Agua Oxigenada De 100 Ml,,Agua Oxigenada De 100 Ml,NO,7,,
116,759684315152,Agua Oxigenada De 240 Ml,,Agua Oxigenada De 240 Ml,NO,3,,
117,7501126103031,Agua Oxigenada De 250 Ml,,Agua Oxigenada De 250 Ml,NO,7,,
118,7501842800429,Agua Oxigenada De 500ml,,Agua Oxigenada De 500ml,NO,7,,
119,650240028960,Ah -Micol Jr Jarabe,,Ah -Micol Jr Jarabe,NO,4,,
120,650240028977,Ah Micol Suspension INFANTIL,,Ah Micol Suspension INFANTIL,NO,4,,
121,650240028953,Ah Micol Tab,,Ah Micol Tab,NO,4,,
122,7501075715927,Albendazol 200mg,,Albendazol 200mg,NO,5,,
123, ALBUM  CUERPOS GEOME,Album Cuerpos Geometricos,,Album Cuerpos Geometricos,NO,6,,
124, ALCANFOR,Alcanfor Bolsita ,,Alcanfor Bolsita ,NO,9,,
125, ALCOHOL AZUL 1 LITRO,Alcohol 1 Litro Azul ,,Alcohol 1 Litro Azul ,NO,7,,
126, ALCOHOL DE 1 LITRO ,Alcohol 1 Litro Rojo,,Alcohol 1 Litro Rojo,NO,7,,
127, ALCOHOL 200 ML ROJO,Alcohol 200 Ml Rojo,,Alcohol 200 Ml Rojo,NO,7,,
128, ALCOHOL 500 ML ROJO,Alcohol 500 Ml Rojo Az,,Alcohol 500 Ml Rojo Az,NO,7,,
129,7501868901117,Alcohol Azul 250 Ml,,Alcohol Azul 250 Ml,NO,7,,
130,7503019790076,Alcohol Azul 500 Ml,,Alcohol Azul 500 Ml,NO,7,,
131, ALCOHOL 110 ML ROJO,Alcohol De 110 Ml Rojo,,Alcohol De 110 Ml Rojo,NO,7,,
132,7501868901100,Alcohol Dibar Azul 125 Ml,,Alcohol Dibar Azul 125 Ml,NO,7,,
133,759684311611,Alcohol En Gel,,Alcohol En Gel,NO,7,,
134, ALCOHOL ROJO 250 ML,Alcohol Rojo 250 Ml,,Alcohol Rojo 250 Ml,NO,7,,
135, ALCOHOL ROJO  250 ML,Alcohol Rojo Az 250 M,,Alcohol Rojo Az 250 M,NO,7,,
136,7502246642820,Aldara Crema 5%,,Aldara Crema 5%,NO,4,,
137,7501590281105,Alevarin Capsulas,,Alevarin Capsulas,NO,5,,
138, ALEVIAN DUO,Alevian Duo Cap,,Alevian Duo Cap,NO,10,,
139,7501092779278,Alevian Duo Capsulas ,,Alevian Duo Capsulas ,NO,4,,
140, ALFILERES CON CABEZA,Alfileres Con Cabeza De Colores,,Alfileres Con Cabeza De Colores,NO,6,,
141,780083141226,Algestona Con Estradiol Iny,,Algestona Con Estradiol Iny,NO,5,,
142,7501380710525,Algodon  100 Gr,,Algodon  100 Gr,NO,7,,
143,7503003406310,Algodon 25g ,,Algodon 25g ,NO,7,,
144,7501380710532,Algodon 50 Gr,,Algodon 50 Gr,NO,7,,
145,7503003406327,Algodon De 50 Gr ,,Algodon De 50 Gr ,NO,7,,
146,7506346600148,Algodon Kohn 25 Gr,,Algodon Kohn 25 Gr,NO,7,,
147,7501048620159,Algodon Protec 25 Gr,,Algodon Protec 25 Gr,NO,7,,
148,71603002197,Alicate Cuticula,,Alicate Cuticula,NO,7,,
149,7501590281495,Aligomitas Con Azucar,,Aligomitas Con Azucar,NO,5,,
150,7501088505003,Alin Iny,,Alin Iny,NO,4,,
151,7501088505256,Alin Nasal,,Alin Nasal,NO,4,,
152,7501088505355,Alin Oftamico,,Alin Oftamico,NO,4,,
153,7501088505607,Alin Tab 0.5 Mg,,Alin Tab 0.5 Mg,NO,4,,
154, ALIREN JARABE,Aliren Jarabe,,Aliren Jarabe,NO,5,,
155,650240013805,Aliviax 550 Tab,,Aliviax 550 Tab,NO,4,,
156,7501123011506,Alivin Plus Infantil,,Alivin Plus Infantil,NO,4,,
157,7501123011605,Alivin Plus Iny Adulto,,Alivin Plus Iny Adulto,NO,4,,
158, ALKA-SELTZER LIMON S,Alka-Seltzer Limon Suelta,,Alka-Seltzer Limon Suelta,NO,10,,
159, ALKA-SELTZER ,Alka-Seltzer Suelta ,,Alka-Seltzer Suelta ,NO,10,,
160,7501008443033,AlkaSeltzer Caja C12,,AlkaSeltzer Caja C12,NO,4,,
161,7501109790043,Alkagel Suspension,,Alkagel Suspension,NO,5,,
162, ALKASELTZER BOOST,Alkaseltzer Boost Suelta ,,Alkaseltzer Boost Suelta ,NO,4,,
163,7501008443194,Alkaseltzer Limon Efervescente,,Alkaseltzer Limon Efervescente,NO,4,,
164, ALLIVIAX TAB,Alliviax Tab Sueltas,,Alliviax Tab Sueltas,NO,10,,
165, ALPRAZOLAM TABLETAS,Alprazolam Tabletas,,Alprazolam Tabletas,NO,5,,
166,7501007499789,Always Diarios Con Perfume Con 40,,Always Diarios Con Perfume Con 40,NO,3,,
167,7790073034257,Always Normal FlexiAlas C/10,,Always Normal FlexiAlas C/10,NO,3,,
168,7501825304524,Ambroxol /Oxeladina Adulto Jarabe,,Ambroxol /Oxeladina Adulto Jarabe,NO,5,,
169,7502003381146,Ambroxol /Oxeladina Jarabe Infantil F1,,Ambroxol /Oxeladina Jarabe Infantil F1,NO,5,,
170,7502009740282,Ambroxol Con Salbutamol Jarabe,,Ambroxol Con Salbutamol Jarabe,NO,5,,
171,7501277060177,Ambroxol Gotas,,Ambroxol Gotas,NO,5,,
172,7501277060016,Ambroxol Jarabe,,Ambroxol Jarabe,NO,5,,
173,7501342802022,Ambroxol Solucion,,Ambroxol Solucion,NO,5,,
174,7501573900337,Ambroxol Tab,,Ambroxol Tab,NO,5,,
175,7502003380521,Ambroxol/Clenbuterol Jarabe,,Ambroxol/Clenbuterol Jarabe,NO,5,,
176,7502211789277,Ambroxol/Dextrometorfano,,Ambroxol/Dextrometorfano,NO,5,,
177,7501349021440,Amikacina 1 Ampolleta 500mg/2ml,,Amikacina 1 Ampolleta 500mg/2ml,NO,5,,
178,7501125157974,Amikacina 100 Mg,,Amikacina 100 Mg,NO,5,,
179,7501349020603,Amikacina 100 Mg Con 2 Amp.,,Amikacina 100 Mg Con 2 Amp.,NO,5,,
180,7501349021488,Amikacina Solucion 500 2 Ampolletas,,Amikacina Solucion 500 2 Ampolletas,NO,5,,
181,7501123010806,Amikayect  Iny 100 Mg,,Amikayect  Iny 100 Mg,NO,4,,
182,7502216793231,Amlodipino Tab ,,Amlodipino Tab ,NO,5,,
183,7503001007182,Amoxicilina /Ac.Clavulanico 400 Mg Susp,,Amoxicilina /Ac.Clavulanico 400 Mg Susp,NO,5,,
184,7503001007281,Amoxicilina Capsulas 250 Mg,,Amoxicilina Capsulas 250 Mg,NO,5,,
185,7501349021570,Amoxicilina Capsulas 500 Mg F1,,Amoxicilina Capsulas 500 Mg F1,NO,5,,
186,7502009740497,Amoxicilina Con Ac Clavulanico Susp 200 Mg,,Amoxicilina Con Ac Clavulanico Susp 200 Mg,NO,5,,
187,7502009740213,Amoxicilina Con Acido Clavulanico Susp 250 Mg,,Amoxicilina Con Acido Clavulanico Susp 250 Mg,NO,5,,
188,7502009745829,Amoxicilina Con Sulbactam Susp,,Amoxicilina Con Sulbactam Susp,NO,5,,
189,7502009745744,Amoxicilina Con Sulbactam Tab,,Amoxicilina Con Sulbactam Tab,NO,5,,
190,7501070613587,Amoxicilina De 500mg,,Amoxicilina De 500mg,NO,4,,
191,7501482214044,Amoxicilina Susp 250 Mg F1,,Amoxicilina Susp 250 Mg F1,NO,5,,
192,7502208892287,Amoxicilina Susp 500,,Amoxicilina Susp 500,NO,5,,
193,7502208892294,Amoxicilina Suspension 250 Mg,,Amoxicilina Suspension 250 Mg,NO,5,,
194,75022088923348,Amoxicilina/ Acido Clavulanico 125 Mg Susp,,Amoxicilina/ Acido Clavulanico 125 Mg Susp,NO,5,,
195,7501070614461,Amoxicilina/Bromhexina,,Amoxicilina/Bromhexina,NO,5,,
196,7503000422887,Amoxicilina/Bromhexina Caps 500/8mg,,Amoxicilina/Bromhexina Caps 500/8mg,NO,5,,
197,7501125195891,Ampicilina  Inyectable 500 Mg,,Ampicilina  Inyectable 500 Mg,NO,5,,
198,780083139421,Ampicilina Capsulas 500 Mg,,Ampicilina Capsulas 500 Mg,NO,5,,
199,7501385491726,Ampicilina Susp 500 Mg,,Ampicilina Susp 500 Mg,NO,5,,
200,7503000422719,Ampicilina Suspencion 250mg 5mL,,Ampicilina Suspencion 250mg 5mL,NO,5,,
201,7503000422665,Ampicilina Tabletas 500 Mg,,Ampicilina Tabletas 500 Mg,NO,5,,
202,780083140922,Ampigrin Adulto,,Ampigrin Adulto,NO,5,,
203,780083148676,Ampigrin Capsulas,,Ampigrin Capsulas,NO,5,,
204,780083140939,Ampigrin Infantil Iny,,Ampigrin Infantil Iny,NO,5,,
205,780083148577,Ampigrin Jarabe Infantil,,Ampigrin Jarabe Infantil,NO,5,,
206,780083148584,Ampigrin Pediatrico,,Ampigrin Pediatrico,NO,5,,
207,7501299309438,Analgen 20 Tabs,,Analgen 20 Tabs,NO,4,,
208,7503017193244,Analgen Forte Colicos ,,Analgen Forte Colicos ,NO,4,,
209,7501299309612,Analgen Forte Tab,,Analgen Forte Tab,NO,4,,
210,7503017193046,Analgen Gel,,Analgen Gel,NO,4,,
211,7503017193077,Analgen Nf Gel,,Analgen Nf Gel,NO,4,,
212,7501088536410,Anara Jarabe,,Anara Jarabe,NO,4,,
213,7501088508912,Anara Solucion Gotas 7.5mg,,Anara Solucion Gotas 7.5mg,NO,4,,
214,7501088508929,Anara Tabletas,,Anara Tabletas,NO,4,,
215, ANARA TABLETAS,Anara Tabletas Sueltas,,Anara Tabletas Sueltas,NO,10,,
216,7501070613044,Andantol Crema,,Andantol Crema,NO,4,,
217, ANDANTOL TABLETAS,Andantol Tabletas,,Andantol Tabletas,NO,4,,
218,7501070900168,Anerex Solucion,,Anerex Solucion,NO,4,,
219,8400005120,Anhigot Oftalmico ,,Anhigot Oftalmico ,NO,4,,
220,7502253580610,Anis Estrella ,,Anis Estrella ,NO,9,,
221,7501626700631,Antibenzil Jabon Quirurgico,,Antibenzil Jabon Quirurgico,NO,7,,
222,7501626700051,Antibenzil Jabon Quirurgico De 1 Litro,,Antibenzil Jabon Quirurgico De 1 Litro,NO,7,,
223,7501626700037,Antibenzil Sol Antiseptica,,Antibenzil Sol Antiseptica,NO,7,,
224, ANTIFLUDES CAP,Antifludes Cap,,Antifludes Cap,NO,10,,
225,7501088509773,Antifludes Capsulas,,Antifludes Capsulas,NO,4,,
226,7501088509766,Antifludes Junior Jarabe,,Antifludes Junior Jarabe,NO,4,,
227,7501088509810,Antifludes Pediatrico,,Antifludes Pediatrico,NO,4,,
228,7501065045263,Antiseptico Astringosol Advance ,,Antiseptico Astringosol Advance ,NO,3,,
229,7501007531847,Antiseptico Astringosol Cool,,Antiseptico Astringosol Cool,NO,3,,
230,7501057006364,Antiseptico Astringosol Cuidado Total,,Antiseptico Astringosol Cuidado Total,NO,3,,
231,312547321808,Antiseptico Listerine Cool,,Antiseptico Listerine Cool,NO,3,,
232,7501033960543,Apego,,Apego,NO,4,,
233,7502216129252,Aplicadores Dip,,Aplicadores Dip,NO,3,,
234,7502216129269,Aplicadores Dip&dub Bolsa C/250,,Aplicadores Dip&dub Bolsa C/250,NO,3,,
235,7502216129207,Aplicadores Dup Bote,,Aplicadores Dup Bote,NO,3,,
236,7501048780488,Aplicadores Limpiesitos  C/100,,Aplicadores Limpiesitos  C/100,NO,3,,
237, APOSITO ,Aposito Transparente,,Aposito Transparente,NO,7,,
238, AQUA 3 LITOS,Aqua 3litros,,Aqua 3litros,NO,2,,
239, AQUA 600,Aqua 600ml,,Aqua 600ml,NO,2,,
240,7501092774754,Arbistil Jarabe Adulto,,Arbistil Jarabe Adulto,NO,4,,
241,7501092774761,Arbistin Jarabe Pediatrico,,Arbistin Jarabe Pediatrico,NO,4,,
242,7502001162426,Ardoson Capsulas,,Ardoson Capsulas,NO,5,,
243,7501122961017,Argentafil Crema,,Argentafil Crema,NO,4,,
244,7501298203607,Artrenac Gel,,Artrenac Gel,NO,4,,
245,7501070635596,Ascor Gotas,,Ascor Gotas,NO,4,,
246, ASPIRINA ADVANCE,Aspirina Advance Suelta,,Aspirina Advance Suelta,NO,4,,
247,7501008498309,Aspirina Advance Tab,,Aspirina Advance Tab,NO,4,,
248,7501008491966,Aspirina Caja c40,,Aspirina Caja c40,NO,4,,
249, ASPIRINA EFERVECENTE,Aspirina Efervecente Suelta,,Aspirina Efervecente Suelta,NO,4,,
250,7501008496701,Aspirina Efervesente  C12,,Aspirina Efervesente  C12,NO,4,,
251, ASPIRINA JUNIOR,Aspirina Junior,,Aspirina Junior,NO,10,,
252,7501008494226,Aspirina Junior C60,,Aspirina Junior C60,NO,4,,
253,7501318612655,Aspirina Protec,,Aspirina Protec,NO,4,,
254, ASPIRINA,Aspirina Suelta Tab 500 Mg,,Aspirina Suelta Tab 500 Mg,NO,10,,
255,7501065044051,Astringosol Complete 300ml,,Astringosol Complete 300ml,NO,3,,
256,7501065042019,Astringosol Fresca Proteccion,,Astringosol Fresca Proteccion,NO,3,,
257,7501065044013,Astringosol Ice,,Astringosol Ice,NO,3,,
258,7501065041135,Astringosol Proteccion Esmalte,,Astringosol Proteccion Esmalte,NO,3,,
259, ATACAND PLUS TAB,Atacand Plus Tab,,Atacand Plus Tab,NO,4,,
260,785120754810,Atorvastatina 20mg,,Atorvastatina 20mg,NO,5,,
261,7501089804099,Autrin Tab ,,Autrin Tab ,NO,4,,
262,7502216930599,Avapena Iny ,,Avapena Iny ,NO,4,,
263, AVAPENA INY SUELTA,Avapena Iny Suelta,,Avapena Iny Suelta,NO,10,,
264,7502216930414,Avapena Tab,,Avapena Tab,NO,4,,
266,7501075718096,Azitromicina Tab 500 Mg,,Azitromicina Tab 500 Mg,NO,5,,
267,7501825300038,Azogen Tab,,Azogen Tab,NO,5,,
268, AZOMYR,Azomyr,,Azomyr,NO,4,,
269,1306881056105,B Tracet Ex Tabletas,,B Tracet Ex Tabletas,NO,4,,
270,1306881052251,B Tracet Pl Inyectable,,B Tracet Pl Inyectable,NO,4,,
271, BARRAS BRAN FRUT ,BARRAS BRAN FRUT,,BARRAS BRAN FRUT,NO,2,,
272, BARRAS DE COCO,BARRAS DE COCO,,BARRAS DE COCO,NO,2,,
273, BARRITAS ,BARRITAS ,,BARRITAS ,NO,2,,
274,7501349022942,BENCILPENICILINA 1 000 000 U,,BENCILPENICILINA 1 000 000 U,NO,5,,
275,7502001166592,BETAMETASONA CREMA ,,BETAMETASONA CREMA ,NO,5,,
276,7501557140650,BIFONAZOL CREMA,,BIFONAZOL CREMA,NO,5,,
277, BIG MIX ,BIG MIX ,,BIG MIX ,NO,2,,
278, BOING CAJA,BOInG CAJA ,,BOInG CAJA ,NO,2,,
279, BOLSA DE GLOBOS NO 9,BOLSA DE GLOBOS BLOGOS NO 9 METALICOS,,BOLSA DE GLOBOS BLOGOS NO 9 METALICOS,NO,6,,
280, BONAFONT 1LITRO NATU,BONAFONT 1 LITRO NATURAL ,,BONAFONT 1 LITRO NATURAL ,NO,2,,
281, BONAFONT 1.5ML NATUR,BONAFONT 1.5ML NATURAL,,BONAFONT 1.5ML NATURAL,NO,2,,
282, BONAFONT 6 LITROS ,BONAFONT 6 LITROS ,,BONAFONT 6 LITROS ,NO,2,,
283, BONAFONT 600ML NATUR,BONAFONT 600ML NATURAL ,,BONAFONT 600ML NATURAL ,NO,2,,
284, BUBALOO,BUBALOO ,,BUBALOO ,NO,2,,
285, BUBULUBUS ,BUBULUBU,,BUBULUBU,NO,2,,
286,7501125155703,BUDESONIDA SUSP 0.125 NEBULIZAR,,BUDESONIDA SUSP 0.125 NEBULIZAR,NO,5,,
287,7501070617745,Baby Kanka ,,Baby Kanka ,NO,4,,
288,7501009000808,Bactrim Supension,,Bactrim Supension,NO,4,,
289,7502001165526,Bactropin Tab 400/80 Mg,,Bactropin Tab 400/80 Mg,NO,5,,
290,650240006654,Balsamo Bengue Pomada Verde 35g,,Balsamo Bengue Pomada Verde 35g,NO,4,,
291, BALSAMO DENTAL,Balsamo Dental,,Balsamo Dental,NO,9,,
292, BARAJA PLASTIFICADA,Baraja Plastificada,,Baraja Plastificada,NO,6,,
293,7502001166066,Barmicil Crema,,Barmicil Crema,NO,5,,
294, BARRRA SILICON,Barra Silicon Transparente,,Barra Silicon Transparente,NO,6,,
295, BARRAS DE SILICON ,Barras De Silicon,,Barras De Silicon,NO,6,,
296, BARRITAS MINI,Barritas Mini,,Barritas Mini,NO,2,,
297,7501994023080,Bastidor 25x35 Cm,,Bastidor 25x35 Cm,NO,6,,
298, BAZUCAS 30CM,Basucas De 30cm,,Basucas De 30cm,NO,6,,
299, BASUCAS 40 CM,Basucas De 40cm,,Basucas De 40cm,NO,6,,
300,7501048781164,Bata Medico Paciente,,Bata Medico Paciente,NO,7,,
301,7503002771167,Baœo Coloide,,Baœo Coloide,NO,5,,
302,650240007736,Bebida M Force 1 Noche ,,Bebida M Force 1 Noche ,NO,3,,
303,7502242700272,Bebistan Suplemento Alimenticio 32g,,Bebistan Suplemento Alimenticio 32g,NO,4,,
304,7501123013340,Bedoyecta Capsulas,,Bedoyecta Capsulas,NO,4,,
305, BEDOYECTA TRI ,Bedoyecta Tri 1ampInyectable,,Bedoyecta Tri 1ampInyectable,NO,4,,
306,7501123013302,Bedoyecta Tri Inyectable,,Bedoyecta Tri Inyectable,NO,4,,
307, BEDOYECTA TRI PATENT,Bedoyecta Tri 4,,Bedoyecta Tri 4,NO,4,,
308,7501349025271,Bencipenicilina 1200 000,,Bencipenicilina 1200 000,NO,5,,
